corp_code,기업명,사업연도,대사,신뢰도,사용보고서,본문무형자산,주석기말,합산표시,손상액,상각액
01605282,(주)닷밀,2024,성공,확정,원본,103251190.0,103251190.0,False,0.0,21474475.0
01605282,(주)닷밀,2025,성공,확정,원본,113330761.0,113330761.0,False,0.0,30716497.0
00259590,(주)바른손이앤에이,2015,성공,확정,원본,25319362246.0,25319362000.0,False,466958000.0,316115000.0
00259590,(주)바른손이앤에이,2016,성공,확정,원본,26189525699.0,26189525000.0,False,7508011000.0,551699000.0
00259590,(주)바른손이앤에이,2017,성공,확정,원본,8584008593.0,8584009000.0,False,26483900000.0,259735000.0
00259590,(주)바른손이앤에이,2018,성공,확정,정정,4635452145.0,4635452000.0,False,105315000.0,396661000.0
00259590,(주)바른손이앤에이,2019,성공,확정,원본,2138926275.0,2138926000.0,False,5324610000.0,242833000.0
00259590,(주)바른손이앤에이,2020,성공,확정,원본,2011059702.0,2011060000.0,False,700000000.0,126528000.0
00259590,(주)바른손이앤에이,2021,성공,확정,정정,4842098635.0,4842098000.0,False,457023000.0,10789000.0
00259590,(주)바른손이앤에이,2022,성공,확정,원본,4006445512.0,4006446000.0,False,763430000.0,21999000.0
00259590,(주)바른손이앤에이,2023,성공,확정,원본,3641751218.0,3641752000.0,False,0.0,50456000.0
00259590,(주)바른손이앤에이,2024,성공,확정,원본,3220522257.0,3220522257.0,False,0.0,72508000.0
00259590,(주)바른손이앤에이,2025,성공,확정,원본,2566782257.0,2566782257.0,False,0.0,72508000.0
00203315,(주)콘텐트리중앙,2015,성공,확정,정정,38688196265.0,38688196000.0,False,0.0,4809249000.0
00203315,(주)콘텐트리중앙,2016,성공,확정,정정,37790654683.0,37790655000.0,False,0.0,838381000.0
00203315,(주)콘텐트리중앙,2017,성공,확정,원본,84369854065.0,84369854000.0,True,,9608466000.0
00203315,(주)콘텐트리중앙,2018,성공,확정,정정,87447714762.0,87447715000.0,True,,24585648000.0
00203315,(주)콘텐트리중앙,2019,성공,확정,원본,133880289903.0,133880290000.0,False,0.0,39170670000.0
00203315,(주)콘텐트리중앙,2020,성공,확정,원본,272815169981.0,272815170000.0,False,0.0,49941818000.0
00203315,(주)콘텐트리중앙,2021,성공,확정,원본,521961782014.0,521961781000.0,False,55946695000.0,103510983000.0
00203315,(주)콘텐트리중앙,2022,성공,확정,원본,657518584745.0,657518585000.0,False,109069774000.0,118947932000.0
00203315,(주)콘텐트리중앙,2023,성공,확정,원본,592562639289.0,592562639000.0,False,78205279000.0,107191191000.0
00203315,(주)콘텐트리중앙,2024,성공,확정,원본,700721668283.0,700721667000.0,False,14157305000.0,123928356000.0
00203315,(주)콘텐트리중앙,2025,성공,확정,원본,533822076306.0,533822076000.0,False,6042266000.0,146161781000.0
00657987,(주)케이엑스이노베이션,2015,성공,보통,원본,12863668896.0,12863669000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2016,성공,보통,원본,12851676389.0,12851676000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2017,성공,보통,원본,11576221054.0,11576221000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2018,성공,보통,원본,8795031660.0,8795032000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2019,성공,보통,원본,17571385287.0,17571385000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2020,성공,보통,원본,14214661106.0,14214661000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2021,성공,보통,원본,10096307024.0,10096306000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2022,성공,보통,원본,7896061715.0,7896062000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2023,성공,보통,원본,10563824014.0,10563824000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2024,성공,보통,원본,11691296364.0,11691296000.0,False,0.0,
00657987,(주)케이엑스이노베이션,2025,성공,보통,원본,24899412733.0,24899413000.0,False,0.0,
01046203,(주)로아앤코홀딩스,2015,성공,확정,정정,190494984.0,190495000.0,False,0.0,106467000.0
01046203,(주)로아앤코홀딩스,2016,성공,확정,원본,2038448417.0,2038448000.0,False,0.0,69154000.0
01046203,(주)로아앤코홀딩스,2017,성공,확정,원본,2077130375.0,2077130000.0,False,0.0,77034000.0
01046203,(주)로아앤코홀딩스,2018,성공,확정,원본,4049426694.0,4049427000.0,False,0.0,87836000.0
01046203,(주)로아앤코홀딩스,2019,성공,확정,원본,3986048508.0,3986049000.0,False,0.0,81636000.0
01046203,(주)로아앤코홀딩스,2020,성공,확정,정정,3466005931.0,3466006000.0,False,1842319000.0,64325000.0
01046203,(주)로아앤코홀딩스,2021,성공,확정,원본,7896913909.0,7896915000.0,False,160333000.0,4188800000.0
01046203,(주)로아앤코홀딩스,2022,성공,확정,원본,3069137107.0,3069137000.0,False,0.0,4872918000.0
01046203,(주)로아앤코홀딩스,2023,성공,확정,정정,2201777943.0,2201778000.0,False,300000000.0,1265841000.0
01046203,(주)로아앤코홀딩스,2024,성공,확정,정정,7069552820.0,7069552000.0,False,626504000.0,755828000.0
01046203,(주)로아앤코홀딩스,2025,성공,확정,정정,6563833423.0,6563833000.0,False,1000000000.0,1907588000.0
00204642,(주)티비씨,2015,실패,,,,,,,
00204642,(주)티비씨,2016,실패,,,,,,,
00204642,(주)티비씨,2017,실패,,,,,,,
00204642,(주)티비씨,2018,실패,,,,,,,
00204642,(주)티비씨,2019,실패,,,,,,,
00204642,(주)티비씨,2020,실패,,,,,,,
00204642,(주)티비씨,2021,실패,,,,,,,
00204642,(주)티비씨,2022,실패,,,,,,,
00204642,(주)티비씨,2023,실패,,,,,,,
00204642,(주)티비씨,2024,실패,,,,,,,
00204642,(주)티비씨,2025,실패,,,,,,,
00208134,(주)케이엔엔,2015,실패,,,,,,,
00208134,(주)케이엔엔,2016,실패,,,,,,,
00208134,(주)케이엔엔,2017,실패,,,,,,,
00208134,(주)케이엔엔,2018,실패,,,,,,,
00208134,(주)케이엔엔,2019,실패,,,,,,,
00208134,(주)케이엔엔,2020,실패,,,,,,,
00208134,(주)케이엔엔,2021,실패,,,,,,,
00208134,(주)케이엔엔,2022,실패,,,,,,,
00208134,(주)케이엔엔,2023,실패,,,,,,,
00208134,(주)케이엔엔,2024,실패,,,,,,,
00208134,(주)케이엔엔,2025,실패,,,,,,,
01584934,(주)핑거스토리,2022,성공,확정,원본,665193352.0,665192000.0,False,492526000.0,289300000.0
01584934,(주)핑거스토리,2023,성공,확정,원본,389789554.0,389790000.0,False,535390000.0,244312000.0
01584934,(주)핑거스토리,2024,성공,확정,원본,722793701.0,722794000.0,False,126398000.0,134762000.0
01584934,(주)핑거스토리,2025,성공,확정,원본,2783658832.0,2783658000.0,False,35556000.0,86692000.0
00349097,(주)케이티스카이라이프,2015,성공,확정,원본,64332334467.0,64332334000.0,False,1033156000.0,21166168000.0
00349097,(주)케이티스카이라이프,2016,성공,확정,원본,64710043129.0,64710043000.0,False,0.0,18588417000.0
00349097,(주)케이티스카이라이프,2017,성공,확정,원본,69587103007.0,69587103000.0,False,557504000.0,19928300000.0
00349097,(주)케이티스카이라이프,2018,성공,확정,원본,61172824468.0,61172824000.0,False,2282562000.0,20603159000.0
00349097,(주)케이티스카이라이프,2019,성공,확정,원본,60980518794.0,60980519000.0,False,0.0,22373900000.0
00349097,(주)케이티스카이라이프,2020,성공,확정,원본,64290257363.0,64290257000.0,False,0.0,20069550000.0
00349097,(주)케이티스카이라이프,2021,성공,확정,정정,453572403832.0,453572404000.0,False,0.0,27162027000.0
00349097,(주)케이티스카이라이프,2022,성공,확정,원본,489822787164.0,489822787000.0,False,25884000000.0,51189103000.0
00349097,(주)케이티스카이라이프,2023,성공,확정,원본,384813967527.0,384813968000.0,False,113334250000.0,107479733000.0
00349097,(주)케이티스카이라이프,2024,성공,확정,원본,204572487047.0,204572487000.0,False,140022455000.0,115917151000.0
00349097,(주)케이티스카이라이프,2025,성공,확정,원본,174019148474.0,174019148000.0,False,972280000.0,85271960000.0
00154426,(주)아이에이치큐,2015,성공,확정,원본,115209166741.0,115209167000.0,False,0.0,38421345000.0
00154426,(주)아이에이치큐,2016,성공,확정,원본,113268537687.0,113268538000.0,False,1168689000.0,37697225000.0
00154426,(주)아이에이치큐,2017,성공,확정,원본,110401192385.0,110401193000.0,False,4177038000.0,46202917000.0
00154426,(주)아이에이치큐,2018,성공,확정,원본,97044562059.0,97044562000.0,False,23275780000.0,38294333000.0
00154426,(주)아이에이치큐,2019,성공,확정,원본,39773837867.0,39773838000.0,False,60386607000.0,45259545000.0
00154426,(주)아이에이치큐,2020,성공,확정,원본,17204733362.0,17204733000.0,False,3127810000.0,41597850000.0
00154426,(주)아이에이치큐,2021,성공,확정,정정,12628529706.0,12628529000.0,False,6960762000.0,22938892000.0
00154426,(주)아이에이치큐,2022,성공,확정,정정,11471168021.0,11471168000.0,False,260660000.0,28774773000.0
00154426,(주)아이에이치큐,2023,실패,,,,,,,
00154426,(주)아이에이치큐,2024,성공,확정,원본,9209677707.0,9209677000.0,False,0.0,10986437000.0
00154426,(주)아이에이치큐,2025,성공,확정,원본,7653455166.0,7653455000.0,False,99867000.0,12933083000.0
00146427,한주에이알티(주),2015,성공,확정,원본,938787500.0,938788000.0,False,345930000.0,11250000.0
00146427,한주에이알티(주),2016,성공,확정,원본,542750000.0,542750000.0,False,738968000.0,14250000.0
00146427,한주에이알티(주),2017,실패,,,,,,,
00146427,한주에이알티(주),2018,실패,,,,,,,
00146427,한주에이알티(주),2019,실패,,,,,,,
00146427,한주에이알티(주),2020,실패,,,,,,,
00146427,한주에이알티(주),2021,실패,,,,,,,
00146427,한주에이알티(주),2022,실패,,,,,,,
00146427,한주에이알티(주),2023,실패,,,,,,,
00146427,한주에이알티(주),2024,성공,확정,원본,6838021886.0,6838022000.0,False,3643670000.0,466183000.0
00146427,한주에이알티(주),2025,실패,,,,,,,
00222532,(주)엘지헬로비전,2015,성공,확정,원본,223905515057.0,223905515000.0,False,102200000.0,218360000.0
00222532,(주)엘지헬로비전,2016,성공,확정,원본,185564188574.0,185564188000.0,False,0.0,192371000.0
00222532,(주)엘지헬로비전,2017,성공,확정,정정,173818770481.0,173818770000.0,False,0.0,197492000.0
00222532,(주)엘지헬로비전,2018,성공,확정,원본,208145096439.0,208145096000.0,False,0.0,384281000.0
00222532,(주)엘지헬로비전,2019,성공,확정,원본,102763990791.0,102763992000.0,False,1611887000.0,51897911000.0
00222532,(주)엘지헬로비전,2020,성공,확정,원본,77802826440.0,77802826000.0,False,23673000.0,41551569000.0
00222532,(주)엘지헬로비전,2021,성공,확정,원본,62676529545.0,62676530000.0,False,0.0,29414513000.0
00222532,(주)엘지헬로비전,2022,성공,확정,정정,48393609567.0,48393610000.0,False,0.0,27280511000.0
00222532,(주)엘지헬로비전,2023,성공,확정,원본,46489266248.0,46489266000.0,False,0.0,24980259000.0
00222532,(주)엘지헬로비전,2024,성공,확정,원본,45802851954.0,45802852000.0,False,6905548000.0,19741812000.0
00222532,(주)엘지헬로비전,2025,성공,확정,원본,47843828296.0,47843828000.0,False,0.0,15643073000.0
00814786,(주)티엔엔터테인먼트,2015,성공,확정,정정,1678209365.0,1678210000.0,False,0.0,0.0
00814786,(주)티엔엔터테인먼트,2016,성공,보통,원본,97300000.0,97300000.0,False,53924000.0,0.0
00814786,(주)티엔엔터테인먼트,2017,성공,확정,원본,111511621.0,111512000.0,False,9677000.0,888000.0
00814786,(주)티엔엔터테인먼트,2018,성공,확정,원본,1178308398.0,1178308000.0,False,31368000.0,23706000.0
00814786,(주)티엔엔터테인먼트,2019,실패,,,,,,,
00814786,(주)티엔엔터테인먼트,2020,실패,,,,,,,
00814786,(주)티엔엔터테인먼트,2021,실패,,,,,,,
00814786,(주)티엔엔터테인먼트,2022,성공,확정,원본,64246045938.0,64246046000.0,False,0.0,2252027000.0
00814786,(주)티엔엔터테인먼트,2023,성공,확정,정정,49792642096.0,49792643000.0,False,12538000000.0,4138392000.0
00814786,(주)티엔엔터테인먼트,2024,성공,확정,원본,46604496889.0,46604497000.0,False,84424000.0,4034965000.0
00814786,(주)티엔엔터테인먼트,2025,성공,확정,원본,45948867467.0,45948868000.0,False,0.0,5534250000.0
01082418,(주)에스에이엠지엔터테인먼트,2022,성공,확정,정정,11072321136.0,11072321000.0,False,1984601000.0,2570434000.0
01082418,(주)에스에이엠지엔터테인먼트,2023,성공,확정,원본,13272551802.0,13272552000.0,False,3542464000.0,3200180000.0
01082418,(주)에스에이엠지엔터테인먼트,2024,성공,확정,원본,13785955745.0,13785955000.0,False,287608000.0,6752120000.0
01082418,(주)에스에이엠지엔터테인먼트,2025,성공,확정,원본,14322393460.0,14322394000.0,False,1379000.0,
00200275,(주)와이티엔,2015,실패,,,,,,,
00200275,(주)와이티엔,2016,실패,,,,,,,
00200275,(주)와이티엔,2017,실패,,,,,,,
00200275,(주)와이티엔,2018,실패,,,,,,,
00200275,(주)와이티엔,2019,실패,,,,,,,
00200275,(주)와이티엔,2020,실패,,,,,,,
00200275,(주)와이티엔,2021,실패,,,,,,,
00200275,(주)와이티엔,2022,실패,,,,,,,
00200275,(주)와이티엔,2023,실패,,,,,,,
00200275,(주)와이티엔,2024,실패,,,,,,,
00200275,(주)와이티엔,2025,성공,보통,원본,19732270821.0,19732271000.0,False,340665000.0,54727000.0
01276327,(주)위지윅스튜디오,2018,실패,,,,,,,
01276327,(주)위지윅스튜디오,2019,실패,,,,,,,
01276327,(주)위지윅스튜디오,2020,실패,,,,,,,
01276327,(주)위지윅스튜디오,2021,실패,,,,,,,
01276327,(주)위지윅스튜디오,2022,성공,확정,원본,57841641461.0,57841641000.0,False,166666000.0,6440248000.0
01276327,(주)위지윅스튜디오,2023,성공,확정,정정,40581996058.0,40581996000.0,False,0.0,6343047000.0
01276327,(주)위지윅스튜디오,2024,성공,확정,원본,36451154087.0,36451154000.0,False,2474083000.0,4499270000.0
01276327,(주)위지윅스튜디오,2025,성공,확정,원본,27176089663.0,27176090000.0,False,9451567000.0,3699835000.0
01508855,(주)블리츠웨이엔터테인먼트,2020,실패,,,,,,,
01508855,(주)블리츠웨이엔터테인먼트,2021,성공,확정,원본,190654320.0,190654000.0,False,0.0,366248000.0
01508855,(주)블리츠웨이엔터테인먼트,2022,성공,확정,원본,9630099756.0,9630100000.0,False,0.0,1013570000.0
01508855,(주)블리츠웨이엔터테인먼트,2023,성공,확정,원본,8283932948.0,8283933000.0,False,0.0,1828117000.0
01508855,(주)블리츠웨이엔터테인먼트,2024,성공,확정,원본,18044597194.0,18044597000.0,False,620387000.0,3120482000.0
01508855,(주)블리츠웨이엔터테인먼트,2025,실패,,,,,,,
01138364,더핑크퐁컴퍼니(주),2021,실패,,,,,,,
01138364,더핑크퐁컴퍼니(주),2022,실패,,,,,,,
01138364,더핑크퐁컴퍼니(주),2023,실패,,,,,,,
01138364,더핑크퐁컴퍼니(주),2024,실패,,,,,,,
01138364,더핑크퐁컴퍼니(주),2025,실패,,,,,,,
00130772,(주)SBS,2015,성공,확정,원본,8351232703.0,8351233000.0,False,244686000.0,1045348000.0
00130772,(주)SBS,2016,성공,확정,원본,8447525617.0,8447526000.0,False,215633000.0,1228045000.0
00130772,(주)SBS,2017,성공,확정,원본,20708406810.0,20708407000.0,False,0.0,1371070000.0
00130772,(주)SBS,2018,성공,확정,원본,21103952137.0,21103952000.0,False,0.0,1097395000.0
00130772,(주)SBS,2019,성공,확정,원본,23860174168.0,23860174000.0,False,0.0,1277130000.0
00130772,(주)SBS,2020,성공,확정,원본,19322407880.0,19322408000.0,False,5980000000.0,1070202000.0
00130772,(주)SBS,2021,성공,확정,원본,20485977060.0,20485977000.0,False,0.0,474314000.0
00130772,(주)SBS,2022,성공,확정,원본,54327648183.0,54327648000.0,False,0.0,1377116000.0
00130772,(주)SBS,2023,성공,확정,원본,46232969870.0,46232970000.0,False,7510742000.0,3329298000.0
00130772,(주)SBS,2024,성공,확정,원본,52529189498.0,52529189000.0,False,1953174000.0,3873601000.0
00130772,(주)SBS,2025,성공,확정,원본,35116031251.0,35116032000.0,False,6946229000.0,3942460000.0
00173449,(주)빌리언스,2015,성공,확정,원본,456134453.0,456134453.0,False,0.0,20124024.0
00173449,(주)빌리언스,2016,성공,확정,정정,433373433.0,433373433.0,False,0.0,18635740.0
00173449,(주)빌리언스,2017,성공,확정,정정,416831843.0,416831843.0,False,0.0,19584321.0
00173449,(주)빌리언스,2018,성공,확정,원본,392233234.0,392233234.0,False,9554400.0,17106865.0
00173449,(주)빌리언스,2019,성공,확정,원본,23158749970.0,23158751000.0,False,0.0,171925000.0
00173449,(주)빌리언스,2020,성공,확정,정정,468746240.0,468746000.0,False,3505900000.0,23460000.0
00173449,(주)빌리언스,2021,성공,확정,정정,6236625892.0,6236625000.0,False,17492327000.0,710979000.0
00173449,(주)빌리언스,2022,성공,확정,원본,3200554212.0,3200556000.0,False,2729050000.0,509076000.0
00173449,(주)빌리언스,2023,성공,확정,원본,14962381727.0,14962382000.0,False,14926319000.0,2212232000.0
00173449,(주)빌리언스,2024,실패,,,,,,,
00173449,(주)빌리언스,2025,실패,,,,,,,
00991225,(주)더콘텐츠온,2017,실패,,,,,,,
00991225,(주)더콘텐츠온,2018,실패,,,,,,,
00991225,(주)더콘텐츠온,2019,실패,,,,,,,
00991225,(주)더콘텐츠온,2020,실패,,,,,,,
00991225,(주)더콘텐츠온,2021,실패,,,,,,,
00991225,(주)더콘텐츠온,2022,실패,,,,,,,
00991225,(주)더콘텐츠온,2023,실패,,,,,,,
00991225,(주)더콘텐츠온,2024,실패,,,,,,,
00991225,(주)더콘텐츠온,2025,실패,,,,,,,
01513699,주식회사 포바이포,2022,성공,확정,원본,3411101173.0,3411101000.0,False,0.0,278685000.0
01513699,주식회사 포바이포,2023,성공,확정,정정,18099190533.0,18099191000.0,False,0.0,1208540000.0
01513699,주식회사 포바이포,2024,성공,확정,원본,16388470667.0,16388471000.0,False,962530000.0,1187023000.0
01513699,주식회사 포바이포,2025,성공,확정,원본,14280514395.0,14280515000.0,False,1090170000.0,997836000.0
00990396,(주)레드우즈,2016,실패,,,,,,,
00990396,(주)레드우즈,2017,실패,,,,,,,
00990396,(주)레드우즈,2018,실패,,,,,,,
00990396,(주)레드우즈,2019,실패,,,,,,,
00990396,(주)레드우즈,2020,실패,,,,,,,
00990396,(주)레드우즈,2021,성공,보통,원본,2038600.0,2039000.0,False,0.0,
00990396,(주)레드우즈,2022,성공,확정,정정,357009858.0,357010000.0,False,0.0,880000.0
00990396,(주)레드우즈,2023,성공,확정,원본,710801.0,711000.0,False,0.0,448000.0
00990396,(주)레드우즈,2024,성공,확정,원본,309602.0,310000.0,False,0.0,401000.0
00990396,(주)레드우즈,2025,성공,확정,원본,91427.0,91000.0,False,0.0,218000.0
00608699,주식회사 탑코미디어,2015,성공,보통,원본,2538549307.0,2538549000.0,True,0.0,1818032000.0
00608699,주식회사 탑코미디어,2016,성공,확정,원본,2143911594.0,2143911000.0,True,15478000.0,2484555000.0
00608699,주식회사 탑코미디어,2017,성공,확정,원본,673438730.0,673439000.0,True,0.0,3411548000.0
00608699,주식회사 탑코미디어,2018,성공,확정,원본,118066655.0,118067000.0,True,0.0,3466920000.0
00608699,주식회사 탑코미디어,2019,성공,확정,정정,77583888.0,77584000.0,False,0.0,40483000.0
00608699,주식회사 탑코미디어,2020,성공,확정,원본,42000000.0,42000000.0,False,21773000.0,13811000.0
00608699,주식회사 탑코미디어,2021,성공,확정,원본,15000000.0,15000000.0,False,27000000.0,0.0
00608699,주식회사 탑코미디어,2022,성공,확정,정정,18526000000.0,18526000000.0,False,11000000.0,1500000000.0
00608699,주식회사 탑코미디어,2023,성공,확정,원본,16539000000.0,16539000000.0,False,0.0,2002000000.0
00608699,주식회사 탑코미디어,2024,성공,확정,원본,14536000000.0,14536000000.0,False,0.0,2003000000.0
00608699,주식회사 탑코미디어,2025,성공,확정,원본,27955814282.0,27955814000.0,False,3501412000.0,6255543000.0
00364467,(주)드림어스컴퍼니,2015,성공,확정,정정,5102906583.0,5102906000.0,False,0.0,1612000000.0
00364467,(주)드림어스컴퍼니,2016,성공,확정,정정,4607322551.0,4607323000.0,False,410018000.0,2315142000.0
00364467,(주)드림어스컴퍼니,2017,성공,확정,정정,52843411928.0,52843412000.0,False,1298853000.0,2533595000.0
00364467,(주)드림어스컴퍼니,2018,성공,확정,원본,49430124489.0,49430124000.0,False,18961997000.0,6624198000.0
00364467,(주)드림어스컴퍼니,2019,성공,확정,원본,26598624855.0,26598625000.0,False,21824682000.0,7923879000.0
00364467,(주)드림어스컴퍼니,2020,성공,확정,원본,16860524553.0,16860525000.0,False,5548640000.0,6564080000.0
00364467,(주)드림어스컴퍼니,2021,성공,확정,원본,15767310137.0,15767310000.0,False,585423000.0,3872968000.0
00364467,(주)드림어스컴퍼니,2022,성공,확정,원본,13278535066.0,13278535000.0,False,1202041000.0,3868771000.0
00364467,(주)드림어스컴퍼니,2023,성공,확정,원본,11711248311.0,11711248000.0,False,849711000.0,2364748000.0
00364467,(주)드림어스컴퍼니,2024,성공,확정,원본,8635686846.0,8635687000.0,False,1097593000.0,2493312000.0
00364467,(주)드림어스컴퍼니,2025,성공,확정,원본,3188293813.0,3188294000.0,False,5241444000.0,993883000.0
01021949,(주)덱스터스튜디오,2015,성공,확정,원본,1065969736.0,1065970000.0,False,0.0,555783000.0
01021949,(주)덱스터스튜디오,2016,성공,확정,원본,1085831225.0,1085831000.0,False,0.0,561233000.0
01021949,(주)덱스터스튜디오,2017,성공,확정,정정,1418253817.0,1418254000.0,False,0.0,486462000.0
01021949,(주)덱스터스튜디오,2018,성공,확정,원본,1190644226.0,1190644000.0,False,0.0,333393000.0
01021949,(주)덱스터스튜디오,2019,성공,확정,원본,978580143.0,978580000.0,False,66785000.0,248516000.0
01021949,(주)덱스터스튜디오,2020,성공,확정,정정,802999745.0,803000000.0,False,34616000.0,202850000.0
01021949,(주)덱스터스튜디오,2021,성공,확정,정정,5707908949.0,5707910000.0,False,57301000.0,340844000.0
01021949,(주)덱스터스튜디오,2022,성공,확정,원본,4627341269.0,4627341000.0,False,30148000.0,1137416000.0
01021949,(주)덱스터스튜디오,2023,성공,확정,원본,3649066058.0,3649066000.0,False,0.0,987424000.0
01021949,(주)덱스터스튜디오,2024,성공,확정,원본,2577922547.0,2577923000.0,False,537068000.0,552343000.0
01021949,(주)덱스터스튜디오,2025,성공,확정,원본,6974834259.0,6974834000.0,False,0.0,696304000.0
01704680,(주)엠83,2024,성공,확정,원본,10119957891.0,10119958000.0,False,0.0,31605000.0
01704680,(주)엠83,2025,성공,확정,원본,9806631151.0,9806631000.0,False,267819000.0,91656000.0
01406265,주식회사 와이랩,2023,성공,확정,원본,297875106.0,297876000.0,False,0.0,49652000.0
01406265,주식회사 와이랩,2024,성공,확정,정정,318723362.0,318723000.0,False,0.0,60163000.0
01406265,주식회사 와이랩,2025,성공,확정,원본,480861770.0,480862000.0,False,0.0,99284000.0
01264438,(주)자이언트스텝,2020,성공,확정,정정,765033036.0,765034000.0,False,0.0,261955000.0
01264438,(주)자이언트스텝,2021,성공,확정,원본,1972687152.0,1972687000.0,False,0.0,288497000.0
01264438,(주)자이언트스텝,2022,성공,확정,원본,10908619183.0,10908619000.0,False,0.0,486674000.0
01264438,(주)자이언트스텝,2023,실패,,,,,,,
01264438,(주)자이언트스텝,2024,실패,,,,,,,
01264438,(주)자이언트스텝,2025,실패,,,,,,,
01703849,(주)노머스,2024,성공,확정,정정,2110970912.0,2110970000.0,False,0.0,94822000.0
01703849,(주)노머스,2025,성공,확정,원본,2046205914.0,2046207000.0,False,0.0,131586000.0
01518506,(주)타조이엔터테인먼트,2023,실패,,,,,,,
01518506,(주)타조이엔터테인먼트,2024,실패,,,,,,,
01518506,(주)타조이엔터테인먼트,2025,실패,,,,,,,
01364297,(주)코퍼스코리아,2019,실패,,,,,,,
01364297,(주)코퍼스코리아,2020,성공,확정,원본,16184745349.0,16184745349.0,False,894435304.0,4275000064.0
01364297,(주)코퍼스코리아,2021,성공,확정,원본,23946300892.0,23946300892.0,False,1636268742.0,4983259632.0
01364297,(주)코퍼스코리아,2022,성공,확정,원본,43361249314.0,43361249314.0,False,990000000.0,7910329300.0
01364297,(주)코퍼스코리아,2023,성공,확정,원본,64182298394.0,64182298394.0,False,0.0,23070218685.0
01364297,(주)코퍼스코리아,2024,성공,확정,원본,34954447207.0,34954447207.0,False,2223491780.0,33714158007.0
01364297,(주)코퍼스코리아,2025,성공,확정,원본,25586940682.0,25586940682.0,False,828547456.0,11899241388.0
00990819,(주)아티스트스튜디오,2015,실패,,,,,,,
00990819,(주)아티스트스튜디오,2016,실패,,,,,,,
00990819,(주)아티스트스튜디오,2017,실패,,,,,,,
00990819,(주)아티스트스튜디오,2018,실패,,,,,,,
00990819,(주)아티스트스튜디오,2019,성공,보통,원본,312115295.0,312115000.0,False,0.0,59103000.0
00990819,(주)아티스트스튜디오,2020,성공,확정,원본,30765132.0,30765000.0,False,243115000.0,35629000.0
00990819,(주)아티스트스튜디오,2021,성공,확정,원본,575503598.0,575504000.0,False,0.0,62563000.0
00990819,(주)아티스트스튜디오,2022,성공,확정,정정,2008744318.0,2008744000.0,False,205000000.0,366289000.0
00990819,(주)아티스트스튜디오,2023,성공,확정,원본,148234324.0,148234000.0,False,1087500000.0,905651000.0
00990819,(주)아티스트스튜디오,2024,성공,확정,원본,144636800.0,144637000.0,False,0.0,6597000.0
00990819,(주)아티스트스튜디오,2025,성공,확정,원본,138100323.0,138100000.0,False,0.0,6537000.0
00231691,(주)판타지오,2015,성공,보통,원본,1800444219.0,1800444219.0,False,0.0,64122553.0
00231691,(주)판타지오,2016,성공,확정,원본,2013553700.0,2013553700.0,False,0.0,252264875.0
00231691,(주)판타지오,2017,성공,확정,원본,1406794552.0,1406794552.0,False,1485714.0,521072459.0
00231691,(주)판타지오,2018,성공,확정,원본,873999316.0,873999316.0,False,0.0,536250396.0
00231691,(주)판타지오,2019,실패,,,,,,,
00231691,(주)판타지오,2020,성공,확정,정정,222230601.0,222230601.0,False,400000000.0,203981917.0
00231691,(주)판타지오,2021,성공,확정,원본,6635050805.0,6635050805.0,False,434849863.0,174450540.0
00231691,(주)판타지오,2022,실패,,,,,,,
00231691,(주)판타지오,2023,실패,,,,,,,
00231691,(주)판타지오,2024,실패,,,,,,,
00231691,(주)판타지오,2025,실패,,,,,,,
00280688,스튜디오에스(주),2015,성공,보통,원본,1995031622.0,1995031000.0,False,0.0,
00280688,스튜디오에스(주),2016,성공,보통,원본,1504131387.0,1504131000.0,False,0.0,
00280688,스튜디오에스(주),2017,성공,보통,원본,1224023957.0,1224024000.0,False,0.0,
00280688,스튜디오에스(주),2018,성공,보통,원본,1338439630.0,1338439000.0,False,0.0,
00280688,스튜디오에스(주),2019,성공,보통,원본,949537491.0,949537000.0,False,0.0,
00280688,스튜디오에스(주),2020,성공,보통,원본,884714095.0,884714000.0,False,0.0,
00280688,스튜디오에스(주),2021,성공,보통,원본,841283523.0,841284000.0,False,0.0,
00280688,스튜디오에스(주),2022,성공,보통,원본,825537100.0,825537000.0,False,0.0,
00280688,스튜디오에스(주),2023,성공,보통,원본,809291666.0,809292000.0,False,0.0,
01467451,(주)케이티밀리의서재,2023,성공,확정,정정,1173954080.0,1173954000.0,False,0.0,127907000.0
01467451,(주)케이티밀리의서재,2024,성공,확정,원본,3310184135.0,3310184000.0,False,384500000.0,881368000.0
01467451,(주)케이티밀리의서재,2025,성공,확정,원본,4862760044.0,4862760000.0,False,1525356000.0,2726851000.0
00145437,주식회사 아센디오,2015,성공,보통,원본,515744999.0,515745000.0,False,0.0,37830000.0
00145437,주식회사 아센디오,2016,성공,확정,정정,146705949.0,146706000.0,False,412500000.0,55580000.0
