corp_code,기업명,사업연도,재무제표,자산총계,부채총계,자본총계,무형자산,영업권,재고자산,매출액,영업이익,당기순이익,영업활동현금흐름,대사,신뢰도,합산표시,손상액,상각액,직전재무제표,기준전환,무형비중,무형비중_중앙값,적용대상,상태,업종,전기무형,전기매출,전기연도,3전무형,3전매출,3전연도,전환누적,전환누적_3전,무형_매출,무형_자산,무형_영업CF,유효상각률,영업이익률,발생액괴리,부채비율,자산로그,당기손상여부,증가괴리_1y,증가괴리_3y,무형_매출_상대,무형_자산_상대,유효상각률_상대,영업이익률_상대,연도_1,손상_1,무형_1,y_t1,연도_2,손상_2,무형_2,y_t2,y_2y
00130772,(주)SBS,2025,CFS,2044005089985.0,745808265992.0,1298196823993.0,35116031251.0,,1936994197.0,1008457955402.0,18151260224.0,7925077907.0,64847454550.0,성공,확정,False,6946229000.0,3942460000.0,CFS,False,0.017180011646281,0.0189631936390132,True,사용가능,텔레비전 방송,52529189498.0,1046651436608.0,2024.0,54327648183.0,1173781580894.0,2022.0,0,0.0,0.03482151245165373,0.017180011646281027,0.5415174966339523,0.0899640611617715,0.017999025270978592,-0.027848451514089784,0.5744955250298944,28.34593227847483,1,-0.29500377858974414,-0.21277803361809183,-0.002980223469914757,-0.02061682612542592,-0.24412301930363559,0.0,,,,,,,,,
00140131,(주)키다리스튜디오,2021,CFS,290122174756.0,67350906744.0,222771268012.0,16330742959.0,158146061930.0,345070630.0,119118155904.0,6921869365.0,3531860296.0,17275838074.0,성공,확정,False,1442423000.0,3099757000.0,CFS,False,0.0562891925539113,0.1077369373050455,True,사용가능,포털·콘텐츠 플랫폼,,,,,,,0,,0.13709700956218054,0.05628919255391134,0.9452938195558593,,0.05810927236464683,-0.04737306891332601,0.3023321065819494,26.393567963470332,1,,,-0.029441632289064767,-0.005566545017931961,,0.03825373592700672,2022.0,5228667000.0,18727281484.0,1.0,,,,,1.0
00140131,(주)키다리스튜디오,2022,CFS,378769210908.0,104145178065.0,274624032843.0,18727281484.0,154096905833.0,619521612.0,169433774760.0,4262454699.0,-2539662103.0,9896437499.0,성공,확정,False,5228667000.0,13099365000.0,CFS,False,0.0494424598005372,0.1077369373050455,True,사용가능,포털·콘텐츠 플랫폼,16330742959.0,119118155904.0,2021.0,,,,0,,0.11052862105283831,0.049442459800537235,1.892325545014792,0.7472962443333305,0.025157054459995908,-0.032832921060789784,0.37922820150463243,26.660192914352987,1,-0.2756507995827101,,-0.04745183873918998,-0.0025367760430959826,0.5791587603549788,0.020278952478171207,,,,,,,,,
00145437,주식회사 아센디오,2016,OFS,95172252033.0,23569461768.0,71602790265.0,146705949.0,,733516048.0,5787956897.0,-6237983163.0,-9649131813.0,-2106691192.0,성공,확정,False,412500000.0,55580000.0,CFS,True,0.0015414781710653,0.0122937481039312,True,사용가능,영상·방송프로그램 제작/배급/상영,,,,,,,1,,0.02534675907418044,0.0015414781710653565,,,-1.0777521799157241,-0.07925041658554781,0.3291695991283308,25.278954266016427,1,,,-0.027690419745914244,-0.02336035363540689,,-1.1305833845529218,2017.0,15830000.0,5498123800.0,0.0,2018.0,6506445000.0,6245518444.0,1.0,1.0
00145437,주식회사 아센디오,2017,CFS,123959637139.0,72537174407.0,51422462732.0,5498123800.0,,397214182.0,35867441449.0,-4326097984.0,-39000491815.0,-1834705768.0,성공,확정,False,15830000.0,36625000.0,OFS,True,0.0443541456468993,0.0122937481039312,True,사용가능,영상·방송프로그램 제작/배급/상영,146705949.0,5787956897.0,2016.0,,,,2,,0.15329010316550723,0.04435414564689935,,,-0.120613509334121,-0.2998216750612523,1.4106126107775931,25.543221842619015,0,,,0.10369091079362536,0.024926407564297995,,-0.05704928787207847,2018.0,6506445000.0,6245518444.0,1.0,2019.0,5488703000.0,489805763.0,1.0,1.0
00145437,주식회사 아센디오,2018,CFS,124156576182.0,71917618234.0,52238957948.0,6245518444.0,,7312245481.0,18081554760.0,-13150653809.0,-27086260814.0,-3357320452.0,성공,확정,False,6506445000.0,370498000.0,CFS,False,0.0503035653531936,0.0122937481039312,True,사용가능,영상·방송프로그램 제작/배급/상영,5498123800.0,35867441449.0,2017.0,,,,2,,0.34540826421720827,0.05030356535319362,,0.0630976305820782,-0.7272966281689374,-0.1911210915418283,1.3767046866744288,25.54480931714736,1,0.6318146291007183,,0.19112187887243595,0.005780955252778934,-0.025166290783732864,-0.6615110460342596,2019.0,5488703000.0,489805763.0,1.0,2020.0,0.0,1173348497.0,0.0,1.0
00145437,주식회사 아센디오,2019,CFS,56809693044.0,66303525466.0,-9493832422.0,489805763.0,,99940732.0,31358063663.0,-10832068853.0,-64545339905.0,-8791239557.0,성공,확정,False,5488703000.0,338456000.0,CFS,False,0.008621869557025,0.0122937481039312,True,사용가능,영상·방송프로그램 제작/배급/상영,6245518444.0,18081554760.0,2018.0,146705949.0,5787956897.0,2016.0,2,1.0,0.01561977066772562,0.008621869557025026,,0.10050176935751476,-0.3454316876644706,-0.9814187924729249,-6.983852518015301,24.762972800297188,1,-1.655831884698785,,-0.08967533834611977,-0.032907336154648574,-0.0822930054970899,-0.27451502403029293,2020.0,0.0,1173348497.0,0.0,,,,,0.0
00145437,주식회사 아센디오,2020,CFS,27365808144.0,7425770210.0,19940037934.0,1173348497.0,,292626626.0,21613135030.0,-4062292410.0,-5908709387.0,-6476194645.0,성공,확정,False,0.0,228208000.0,CFS,False,0.0428764424140442,0.0122937481039312,True,사용가능,영상·방송프로그램 제작/배급/상영,489805763.0,31358063663.0,2019.0,5498123800.0,35867441449.0,2017.0,2,2.0,0.054288676555776835,0.04287644241404428,,0.27442794151878613,-0.1879547971343054,0.02073701807064748,0.3724050192170512,24.032560193136195,0,1.7063014516242287,-0.3891747947688516,-0.11252445327190132,-0.007144954653698653,0.02335435583765122,-0.1229600234133094,,,,,,,,,
00146427,한주에이알티(주),2015,OFS,37521970606.0,12835956299.0,24686014307.0,938787500.0,545133702.0,930204758.0,65600443196.0,3662034851.0,2843897148.0,3009289031.0,성공,확정,False,345930000.0,11250000.0,,False,0.0250196747355769,0.1140251514068185,True,사용가능,영상·방송프로그램 제작/배급/상영,,,,,,,0,,0.01431068837744137,0.025019674735576973,0.3119632213220931,,0.055823324852526196,-0.004407867719334357,0.5199687620435438,24.348192481187105,1,,,-0.08166347303726967,-0.03548219154909552,,0.0,2016.0,738968000.0,542750000.0,1.0,2017.0,746968000.0,1063500000.0,1.0,1.0
00146427,한주에이알티(주),2016,OFS,40618251699.0,14875338532.0,25742913167.0,542750000.0,,1088330981.0,73896030890.0,2583500454.0,2078886924.0,7024067113.0,성공,확정,False,738968000.0,14250000.0,OFS,False,0.0133622196253553,0.1140251514068185,True,사용가능,영상·방송프로그램 제작/배급/상영,938787500.0,65600443196.0,2015.0,,,,0,,0.007344778785316977,0.013362219625355323,0.07727004757620971,0.019236772609535702,0.03496128848714137,-0.12174773610755255,0.5778420816439993,24.427483351773567,1,-0.548316919853078,,-0.04569240003477771,-0.011539612181116923,-0.26441603752100357,-0.01786991615005641,2017.0,746968000.0,1063500000.0,1.0,2018.0,747968000.0,1055500000.0,1.0,1.0
00146427,한주에이알티(주),2017,OFS,32967781626.0,12060274918.0,20907506708.0,1063500000.0,,1776539010.0,42797946638.0,-3106233956.0,-4782792888.0,-6708378800.0,성공,확정,False,746968000.0,17250000.0,OFS,False,0.0322587674252632,0.1140251514068185,True,사용가능,영상·방송프로그램 제작/배급/상영,542750000.0,73896030890.0,2016.0,,,,0,,0.02484932300597164,0.032258767425263214,,0.021478599221789883,-0.07257904175341899,0.05840811292202291,0.5768394618467483,24.218796607143954,1,1.3803013348283548,,-0.02474986936591024,0.012831029342661858,-0.04745613098100604,-0.009014820291376457,2018.0,747968000.0,1055500000.0,1.0,2024.0,3643670000.0,4251498352.0,,1.0
00146427,한주에이알티(주),2018,OFS,34868729200.0,20986323268.0,13882405932.0,1055500000.0,,6630962333.0,28762212883.0,-4206325432.0,-11625465378.0,-7870809645.0,성공,확정,False,747968000.0,20250000.0,OFS,False,0.0302706758811273,0.1140251514068185,True,사용가능,영상·방송프로그램 제작/배급/상영,1063500000.0,42797946638.0,2017.0,938787500.0,65600443196.0,2015.0,0,0.0,0.03669745454891118,0.030270675881127324,,0.019112789051439358,-0.14624484733183246,-0.10767974110739889,1.5117209056410699,24.27485625303526,1,0.32043110644458317,0.6858771920011264,-0.11758893079586114,-0.014251934219287363,-0.06915113231437171,-0.08045926519715473,2024.0,3643670000.0,4251498352.0,,,,,,
00146427,한주에이알티(주),2024,CFS,37285619002.0,16909126578.0,20376492424.0,4251498352.0,4712272710.0,17329838.0,14264269214.0,-6507549393.0,-10011720046.0,-2161857976.0,성공,확정,False,3643670000.0,466183000.0,CFS,False,0.1140251514068185,0.1140251514068185,True,사용가능,영상·방송프로그램 제작/배급/상영,1055500000.0,28762212883.0,2018.0,542750000.0,73896030890.0,2016.0,0,0.0,0.29805230735741217,0.11402515140681853,,,-0.456213304402094,-0.21053323721349332,0.829834999378203,24.34187353970861,1,,,0.008944827895624341,-0.005084271113576608,,-0.2999161633788603,,,,,,,,,
00154426,(주)아이에이치큐,2015,CFS,255675961419.0,40636103741.0,215039857678.0,115209166741.0,,81672500.0,106178241906.0,7366385577.0,3821010058.0,34635244510.0,성공,확정,False,0.0,38421345000.0,,False,0.4506061739304307,0.1175830382965959,True,사용가능,영상·방송프로그램 제작/배급/상영,,,,,,,0,,1.0850543828272756,0.4506061739304307,3.326356385552192,,0.06937754331552683,-0.120520655445984,0.18897010154205168,26.267176703948227,0,,,0.9890802214125646,0.3901043076457582,,0.01355421846300063,2016.0,1168689000.0,113268537687.0,0.0,2017.0,4177038000.0,110401192385.0,0.0,0.0
00154426,(주)아이에이치큐,2016,CFS,256634714001.0,35076218333.0,221558495668.0,113268537687.0,,101538098.0,109404922575.0,11222960068.0,4223112975.0,42181532624.0,성공,확정,False,1168689000.0,37697225000.0,CFS,False,0.4413609364108031,0.1175830382965959,True,사용가능,영상·방송프로그램 제작/배급/상영,115209166741.0,106178241906.0,2015.0,,,,0,,1.0353148196723176,0.4413609364108031,2.685263683912558,0.329986027252646,0.10258185650016215,-0.14790835993002915,0.15831583540610808,26.2709195644712,0,-0.04723368122361321,,0.9822776408522229,0.41645910460433083,0.046333217122106696,0.04975065186296437,2017.0,4177038000.0,110401192385.0,0.0,2018.0,23275780000.0,97044562059.0,1.0,1.0
00154426,(주)아이에이치큐,2017,CFS,255079897921.0,27355057312.0,227724840609.0,110401192385.0,,427592852.0,126795065081.0,15347228811.0,2637301016.0,61792005429.0,성공,확정,False,4177038000.0,46202917000.0,CFS,False,0.432810242143001,0.1175830382965959,True,사용가능,영상·방송프로그램 제작/배급/상영,113268537687.0,109404922575.0,2016.0,,,,0,,0.8707057511621042,0.43281024214300107,1.786658186904983,0.4131351791333332,0.12103963826349069,-0.2319065708240193,0.12012329106848825,26.264842658209147,0,-0.18426668147116693,,0.8211065587902223,0.4133825040603997,0.34420044893053725,0.18460385972553323,2018.0,23275780000.0,97044562059.0,1.0,2019.0,60386607000.0,39773837867.0,1.0,1.0
00154426,(주)아이에이치큐,2018,CFS,231274871519.0,26694979344.0,204579892175.0,97044562059.0,,400524997.0,109447250511.0,9928069296.0,-9896706726.0,40524687497.0,성공,확정,False,23275780000.0,38294333000.0,CFS,False,0.4196070304638671,0.1175830382965959,True,사용가능,영상·방송프로그램 제작/배급/상영,110401192385.0,126795065081.0,2017.0,115209166741.0,106178241906.0,2015.0,0,0.0,0.8866788485403435,0.41960703046386716,2.394702292674906,0.36919852230899775,0.09071099776053469,-0.21801501344194982,0.13048681891554037,26.166872760070184,1,0.01583507888299107,-0.18845424726632196,0.7323924631955712,0.37508442036345246,0.2809346009431867,0.15649657989521243,2019.0,60386607000.0,39773837867.0,1.0,2020.0,3127810000.0,17204733362.0,1.0,1.0
00154426,(주)아이에이치큐,2019,CFS,165807958847.0,28956887269.0,136851071578.0,39773837867.0,,350179997.0,99287415456.0,-7041132245.0,-66279161242.0,40622829480.0,성공,확정,False,60386607000.0,45259545000.0,CFS,False,0.2398789427454533,0.1175830382965959,True,사용가능,영상·방송프로그램 제작/배급/상영,97044562059.0,109447250511.0,2018.0,113268537687.0,109404922575.0,2016.0,0,0.0,0.40059294205947066,0.23987894274545335,0.9791006282952794,0.6616002675733558,-0.07091666363417762,-0.6447337719213121,0.21159415805155501,25.834096081191532,1,-0.4973201209845318,-0.5563759897360449,0.2952978330456253,0.19834973703377975,0.4788054927187511,0.0,2020.0,3127810000.0,17204733362.0,1.0,2021.0,6960762000.0,12628529706.0,1.0,1.0
